"name";"short_name";"address";"signature";"status";"type";"electoral_plenipotentiary";"financial_plenipotentiary";"range";"teryt"
"KOMITET WYBORCZY WYBORCÓW ROMANA MATUSZAKA";"KWW ROMANA MATUSZAKA";"Garki 127, 63-430 Odolanów";"DKL-7503-48/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Ryszard Piotr Zieleziński";"Ryszard Piotr Zieleziński";"gm. Odolanów";"301703"
"KOMITET WYBORCZY WYBORCÓW ROMANA MAZKA";"KWW ROMANA MAZKA";"Kozłów 50B, 08-441 Parysów";"DSD.7503-5/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Małgorzata Anna Więckowska";"Małgorzata Anna Więckowska";"gm. Parysów";"140309"
"KOMITET WYBORCZY WYBORCÓW ROMANA MIEDZIAKA";"KWW R. MIEDZIAKA";"Werechanie 42, 22-640 Rachanie";"DZM-7503-103/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Marek Miedziak";"Marek Miedziak";"gm. Rachanie";"061807"
"KOMITET WYBORCZY WYBORCÓW ROMANA PRUSIA";"KWW ROMANA PRUSIA";"Trzykosy 40, 27-660 Koprzywnica";"DKC2-7503-51/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Iwona Pruś";"Iwona Pruś";"gm. Koprzywnica";"260904"
"KOMITET WYBORCZY WYBORCÓW ROMANA RAMIONA";"KWW ROMANA RAMIONA";"ul. Rodzinna 25, 77-200 Miastko";"DSL-7503-14/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Henryk Wegner";"Grzegorz Andrzej Jończyk";"woj. pomorskie";""
"KOMITET WYBORCZY WYBORCÓW ROMANA TASARZA";"KWW ROMANA TASARZA";"ul. Brodnicka 35a/32, 87-400 Golub-Dobrzyń";"DTR-7503-37/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Katarzyna Maria Ostrowska";"Katarzyna Maria Ostrowska";"m. Golub-Dobrzyń";"040501"
"KOMITET WYBORCZY WYBORCÓW ROMANA TRĄPCZYŃSKIEGO";"KWW ROMANA TRĄPCZYŃSKIEGO";"POLANKI 3   13-300 NOWE MIASTO LUBAWSKIE";"DEL-7503-196/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"LUIZA KOWALCZYK";"LUIZA KOWALCZYK";"m. Nowe Miasto Lubawskie";"281201"
"KOMITET WYBORCZY WYBORCÓW ROMANA WARDY";"KWW ROMANA WARDY";"ul. Dworcowa 21/1, 77-300 Człuchów";"DSL-7503-93/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Igor Wojciech Kałagaty";"Igor Wojciech Kałagaty";"m. Człuchów";"220301"
"KOMITET WYBORCZY WYBORCÓW ROMANA WAWRZYCKIEGO";"KWW ROMANA WAWRZYCKIEGO";"Wereszczyn 63a, 22-234 Urszulin";"DCH-7503-113/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Lilla Leokadia Wawrzycka";"Lilla Leokadia Wawrzycka";"gm. Urszulin";"061905"
"KOMITET WYBORCZY WYBORCÓW ROMANA WIELUNIECKIEGO";"KWW ROMANA WIELUNIECKIEGO";"ul. Wojska Polskiego 18, 95-015 Głowno";"DŁD-7503-126/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Roman Jacek Wieluniecki";"Roman Jacek Wieluniecki";"m. Głowno";"102001"
"KOMITET WYBORCZY WYBORCÓW ROMANA WITKA";"KWW ROMANA WITKA";"Pomarzanki 3, 62-292 Jaroszewo";"DPI-7503-II-178/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Henryk Bejma";"Henryk Bejma";"gm. Skoki";"302805"
"KOMITET WYBORCZY WYBORCÓW ROMANA WOJCIESZKA";"KWW ROMANA WOJCIESZKA";"ul. Sikorskiego 20/226, 26-110 Skarżysko-Kamienna";"DKC1-7503-4/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Jerzy Marek Gajewski";"Elżbieta Stanisława Malik";"woj. świętokrzyskie";""
"KOMITET WYBORCZY WYBORCÓW ROMAN BIELIŃSKI";"KWW ROMAN BIELIŃSKI";"ul. Jedności Robotniczej 39, 64-915 Jastrowie";"DPI-7503-II-122/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Łukasz Wojciechowski";"Łukasz Wojciechowski";"gm. Jastrowie";"303102"
"KOMITET WYBORCZY WYBORCÓW ROMAN CHRZĄSZCZ";"KWW RCH";"ul. Generała Józefa Bema 22/30, 11-600 Węgorzewo";"DOL-7503-177/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Roman Chrząszcz";"Roman Chrząszcz";"gm. Węgorzewo";"281903"
"KOMITET WYBORCZY WYBORCÓW ROMAN PALKA";"KWW ROMAN PALKA";"ul. Tenczyńska 45, 32-566 Regulice";"DKR-7503-131/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Barbara Józefa Kołodziej";"Barbara Józefa Kołodziej";"gm. Alwernia";"120301"
"KOMITET WYBORCZY WYBORCÓW ""ROMAN SOKOŁOWSKI - BEZPOŚREDNIO""";"KWW ""ROMAN SOKOŁOWSKI - BEZPOŚREDNIO""";"ul. Szkolna 2, 28-330 Wodzisław";"DKC1-7503-326/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Wiesław Cielesta";"Wiesław Cielesta";"gm. Wodzisław";"260209"
"KOMITET WYBORCZY WYBORCÓW ROMAN SZAFLIK";"KWW ROMAN SZAFLIK";"Rudniki 6, 82-420, Rudniki, gm. Ryjewo";"DGD-75031-63/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Mieczysław Grzegorz Siwiec";"Mieczysław Grzegorz Siwiec";"gm. Ryjewo";"220705"
"KOMITET WYBORCZY WYBORCÓW ROMUALDA GORLEWICZA";"KWW ROMUALDA GORLEWICZA";"Krzewo 75, 18-421 Piątnica";"DLM-7503-62/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Małgorzata Daniło-Gorlewicz";"Małgorzata Daniło-Gorlewicz";"gm. Piątnica";"200705"
"KOMITET WYBORCZY WYBORCÓW ROMUALDA ŁOSOSIA";"KWW ROMUALDA ŁOSOSIA";"ul. Walki Młodych 2, 89-310 Łobżenica";"DPI-7503-II-149/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Romuald Łosoś";"Romuald Łosoś";"gm. Łobżenica";"301904"
"KOMITET WYBORCZY WYBORCÓW ROMUALDA MAĆKOWIAKA";"KWW ROMUALDA MAĆKOWIAKA";"Popowo Wonieskie 36, 64-113 Osieczna";"DLS-7503-70/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Bernadeta Hoffmann";"Bernadeta Hoffmann";"gm. Osieczna";"301303"
"KOMITET WYBORCZY WYBORCÓW ROMUALDA ORŁOWSKIEGO";"KWW ROMUALDA ORŁOWSKIEGO";"ul. Wojska Polskiego 37/29, 64-915 Jastrowie";"DPI-7503-II-244/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Romuald Orłowski";"Romuald Orłowski";"gm. Jastrowie";"303102"
"KOMITET WYBORCZY WYBORCÓW ROMUALDA RADNEGO";"KWW ROMUALDA RADNEGO";"ul. Kwiatowa 8/14, 64-320, Niepruszewo";"DPZ-7503-I-42/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Krystyna Ludwiczak";"Krystyna Ludwiczak";"gm. Buk";"302103"
"KOMITET WYBORCZY WYBORCÓW ROMUALDA RUTKOWSKIEGO";"KWW ROMUALDA RUTKOWSKIEGO";"ul. Warszawska 23, 82-100, Nowy Dwór Gdański";"DGD-75031-225/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Marcin Michał Ptasznik";"Marcin Michał Ptasznik";"gm. Nowy Dwór Gdański";"221002"
"KOMITET WYBORCZY WYBORCÓW ROMUALDA SZEREMIETIEWA";"KWW ROMUALDA SZEREMIETIEWA";"ul. Aleja Wojska Polskiego 27/38, 01-515 Warszawa";"DWW-7503-59/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Waldemar Roman Pernach";"Bożena Kazimiera Latoszek";"woj. mazowieckie";""
"KOMITET WYBORCZY WYBORCÓW ROMUALDA ZAWODNIKA WSPÓLNE PIONKI";"KWW ROMUALDA ZAWODNIKA WSPÓLNE PIONKI";"ul. Aleje Lipowe 28 m 14, 26-670 Pionki";"DRD-7503/133/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Barbara Potacka";"Helena Kłos";"woj. mazowieckie";""
"KOMITET WYBORCZY WYBORCÓW ROMUALDY MATUSIAK";"KWW ROMUALDY MATUSIAK";"Drzewce 75, 62-410 Zagórów";"DKN-7503-103/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Zofia Krasucka";"Zofia Krasucka";"gm. Zagórów";"302308"
"KOMITET WYBORCZY WYBORCÓW ROMUALDY WIĘCKOWSKIEJ";"KWW ROMUALDY WIĘCKOWSKIEJ";"ul. Frelichowskiego 2/19, 87-140 Chełmża";"DTR-7503-143/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jerzy Ludwik Więckowski";"Jerzy Ludwik Więckowski";"m. Chełmża";"041501"
"KOMITET WYBORCZY WYBORCÓW ROPICA GÓRNA";"KWW ROPICA GÓRNA";"38-307 Ropica Górna 103/2";"DNS-7503-109/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Czesława Anna Rachowicz";"Czesława Anna Rachowicz";"gm. Sękowa";"120509"
"KOMITET WYBORCZY WYBORCÓW ROSSOCHA";"KWW ROSSOCHA";"Rossocha 14, 96-200, Rawa Mazowiecka";"DSK-7503-45/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Elżbieta Sujka";"Elżbieta Sujka";"gm. Rawa Mazowiecka";"101304"
"KOMITET WYBORCZY WYBORCÓW ROSSOSZYCY I OKOLIC";"KWW RiO";"UL. SPACEROWA 31, ROSSOSZYCA, 98-290 WARTA";"DSR-7503-146/10";"Zarejestrowany";"Komitet wyborczy wyborców";"KRZYSZTOF MARIAN SULIMA";"ANNA TERESA JUŚKIEWICZ";"woj. łódzkie";""
"KOMITET WYBORCZY WYBORCÓW ROTA";"KWW ""ROTA""";"KARNITY 13 14-140 MIŁOMŁYN";"DEL-7503-259/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"TOMASZ JAKUB GRZYWACZYK";"TOMASZ JAKUB GRZYWACZYK";"gm. Miłomłyn";"281507"
"KOMITET WYBORCZY WYBORCÓW ""ROTUNDA""";"KWW ""ROTUNDA""";"ul. Mostowa 6, 37-418 Krzeszów";"DTG-7503-129/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Stanisław Roman Adamski";"Stanisław Roman Adamski";"gm. Krzeszów";"181204"
"KOMITET WYBORCZY WYBORCÓW ""ROZDZIELE RAZEM""";"KWW ""ROZDZIELE RAZEM""";"Rozdziele 13, 32-731 Żegocina";"DTA-7503-166/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jan Antoni Orzeł";"Jan Antoni Orzeł";"gm. Żegocina";"120109"
"KOMITET WYBORCZY WYBORCÓW ROZSĄDEK";"KWW ROZSĄDEK";"ul. Reja 18, 87-640 Czernikowo";"DTR-7503-145/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jakub Kowalski";"Jakub Kowalski";"gm. Czernikowo";"041503"
"KOMITET WYBORCZY WYBORCÓW ROZSĄDEK-REALIZM-ROZWÓJ";"KWW R.R.R.";"Dorszyn 23, 97-352 Łęki Szlacheckie";"DPT-7503-21/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Joanna Edyta Szyl";"Joanna Edyta Szyl";"gm. Łęki Szlacheckie";"101005"
"KOMITET WYBORCZY WYBORCÓW ROZSĄDEK I ROZWÓJ";"KWW ROZSĄDEK I ROZWÓJ";"Łączany 396, 34-115 Ryczów";"DKR-7503-324/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jakub Mateusz Szymula";"Jakub Mateusz Szymula";"gm. Brzeźnica";"121802"
"KOMITET WYBORCZY WYBORCÓW ROZSĄDEK I RÓWNOWAGA";"KWW ROZSĄDEK I RÓWNOWAGA";"Buczyna 49/5, 59-160 Radwanice";"DLG-7503-172/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Wiesława Ogończyk";"Wiesława Ogończyk";"gm. Radwanice";"021606"
"KOMITET WYBORCZY WYBORCÓW ""ROZSĄDNA ZMIANA WARTY""";"KWW ""ROZSĄDNA ZMIANA WARTY""";"ul.Św.Brata Alberta 1, 41-407, Imielin";"DKT-7503-106/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Halina Maria Pohl";"Halina Maria Pohl";"m. Imielin";"241402"
"KOMITET WYBORCZY WYBORCÓW ROZSĄDNI RAZEM";"KWW ROZSĄDNI RAZEM";"ul. Grunwaldzka 8a, 69-108, Cybinka";"DGW-7503-77/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jadwiga Katarzyna Pacewicz";"Jadwiga Katarzyna Pacewicz";"gm. Cybinka";"080501"
"KOMITET WYBORCZY WYBORCÓW ""ROZSĄDNY I TWÓRCZY SAMORZĄD""";"KWW ""ROZSĄDNY I TWÓRCZY SAMORZĄD""";"Miliszewy 59, 87-408 Ciechocin";"DTR-7503-121/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Adam Kozłowski";"Adam Kozłowski";"gm. Ciechocin";"040502"
"KOMITET WYBORCZY WYBORCÓW ROZTOCZE";"KWW ROZTOCZE";"ul. Mickiewicza 18, 37-620 Horyniec-Zdrój";"DPR-7503-179/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Zygmunt Faszczowy";"Zygmunt Faszczowy";"gm. Horyniec-Zdrój";"180903"
"KOMITET WYBORCZY WYBORCÓW ROZUM I POSTĘP";"KWW ROZUM I POSTĘP";"Nietulisko Duże 114, 27- 415 Kunów";"DKC2-7503-125/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Agnieszka Rakoczy";"Agnieszka Rakoczy";"gm. Kunów";"260705"
"KOMITET WYBORCZY WYBORCÓW ROZWAGA - DROGĄ DO POROZUMIENIA";"KWW ROZWAGA - DROGĄ DO POROZUMIENIA";"ul. Czarnocka 32, 18-421 Piątnica Poduchowna";"DLM-7503-59/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Łukasz Bieńczyk";"Łukasz Bieńczyk";"gm. Piątnica";"200705"
"KOMITET WYBORCZY WYBORCÓW ROZWOJOWA GMINA";"KWW ROZWOJOWA GMINA";"Hulcze 12, 22-540 Dołhobyczów";"DZM-7503-73/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Marek Wojciech Mielniczuk";"Marek Wojciech Mielniczuk";"gm. Dołhobyczów";"060402"
"KOMITET WYBORCZY WYBORCÓW ROZWOJOWA GMINA";"KWW ROZWOJOWA GMINA";"ul. Okrężna 8, 84-217, Jeleńska Huta, gm. Szemud";"DGD-75031-126/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Daniel Łukasz Makurat";"Daniel Łukasz Makurat";"gm. Szemud";"221509"
"KOMITET WYBORCZY WYBORCÓW ROZWOJOWA GMINA STARA KISZEWA";"KWW ROZWOJOWA GMINA STARA KISZEWA";"Nowy Bukowiec 2, 83-431, Nowy Bukowiec, gm. Stara Kiszewa";"DGD-75031-322/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Mateusz Jereczek";"Mateusz Jereczek";"gm. Stara Kiszewa";"220608"
"KOMITET WYBORCZY WYBORCÓW ROZWOJOWA GMINA STRAWCZYN";"KWW ROZWOJOWA GMINA STRAWCZYN";"ul. Szkolna 1, 26-067 Strawczyn";"DKC1-7503-311/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Andrzej Ryszard Barwiński";"Andrzej Ryszard Barwiński";"gm. Strawczyn";"260418"
"KOMITET WYBORCZY WYBORCÓW ROZWOJOWA WIEŚ";"KWW ROZWOJOWA WIEŚ";"59-730 Nowogrodziec, Wykroty, ul. Sikorskiego 12";"DJG-7503-160/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Małgorzata Kozioł";"Małgorzata Kozioł";"gm. Nowogrodziec";"020104"
"KOMITET WYBORCZY WYBORCÓW ROZWOJOWA WIEŚ";"KWW ROZWOJOWA WIEŚ";"UL. POLNA 2, 98-354 SIEMKOWICE";"DSR-7503-193/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"JADWIGA KRYSTYNA WALUSIAK";"JADWIGA KRYSTYNA WALUSIAK";"gm. Siemkowice";"100906"
"KOMITET WYBORCZY WYBORCÓW ROZWOJOWA WIEŚ KLEBARK";"KWW ROZWOJOWA WIEŚ KLEBARK";"Klebark Wielki 11B, 10-687 Olsztyn";"DOL-7503-48/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Zbigniew Bauman";"Zbigniew Bauman";"gm. Purda";"281410"
"KOMITET WYBORCZY WYBORCÓW ROZWOJOWA WIEŚ PIECKI";"KWW ROZWOJOWA WIEŚ PIECKI";"Piecki 14, 16-402 Suwałki";"DSW-7503-17-85/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jan Sawicki";"Jan Sawicki";"gm. Filipów";"201202"
"KOMITET WYBORCZY WYBORCÓW ROZWOJOWE BOŻEPOLE";"KWW ROZWOJOWE BOŻEPOLE";"ul. Wejherowska 22, 84-214, Bożepole Małe, gm. Łęczyce";"DGD-75031-370/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Joanna Elżbieta Jakiel";"Joanna Elżbieta Jakiel";"gm. Łęczyce";"221508"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU DUSZNIK I REGIONU";"KWW ROZWOJU DUSZNIK I REGIONU";"Wojska Polskiego 25/2a, 57-340 Duszniki Zdrój";"DWB-7503-78/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Magdalena Hawrylak";"Magdalena Hawrylak";"m. Duszniki-Zdrój";"020801"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU GMINY";"KOMITET WYBORCZY WYBORCÓW ROZWOJU GMINY";"Jastrzębie 91, 87-322 Bartniczka";"DTR-7503-64/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Kazimierz Konrad Czajkowski";"Kazimierz Konrad Czajkowski";"gm. Bartniczka";"040206"
"KOMITET WYBORCZY WYBORCÓW ""ROZWOJU GMINY BALIGRÓD""";"KWW ""ROZWOJU GMINY BALIGRÓD""";"ul. Kazimierza Wielkiego 18/3, 38-606 Baligród";"DKO-7503-25/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Magdalena Jolanta Zięba";"Magdalena Jolanta Zięba";"gm. Baligród";"182101"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU GMINY IZBICA ŁUKASZ BARTNIK";"KWW ROZWOJU GMINY IZBICA ŁUKASZ BARTNIK";"ul. Klinkierniana 2, 22-375 Izbica";"DCH-7503-44/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Halina Bartnik";"Halina Bartnik";"gm. Izbica";"060604"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU GMINY KIJEWO";"KWW ROZWOJU GMINY KIJEWO";"Kosowizna 16/16, 86-253 Kijewo Królewskie";"DTR-7503-65/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jerzy Cieśliński";"Jerzy Cieśliński";"gm. Kijewo Królewskie";"040403"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU GMINY KROŚCIENKO WYŻNE";"KWW ""KRG""";"ul. Marynkowska 5, 38-422 Krościenko Wyżne";"DKO-7503-89/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jan Stanisław Kuźnar";"Jan Stanisław Kuźnar";"gm. Krościenko Wyżne";"180706"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU GMINY ŁUKASZA BUDASA";"KWW ROZWOJU GMINY ŁUKASZA BUDASA";"ul. Dworcowa 5/3, 55-120 Oborniki Śląskie";"DWR-7503-251/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Robert Chmieliński";"Robert Chmieliński";"gm. Oborniki Śląskie";"022001"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU GMINY MIELNIK";"KWW ROZWOJU GMINY MIELNIK";"ul. Duboisa 15, 17-307 Mielnik";"DBL-7503-117/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Aleksander Okoczuk";"Aleksander Okoczuk";"gm. Mielnik";"201005"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU GMINY MŁODZIESZYN";"KWW ROZWOJU GMINY MŁODZIESZYN";"Janów 22 b, 96-512 Młodzieszyn";"DPŁ.7503-149/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Leszek Józef Targaszewski";"Leszek Józef Targaszewski";"gm. Młodzieszyn";"142804"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU GMINY PAWONKÓW";"KWW ROZWOJU GMINY PAWONKÓW";"ul. Strażacka 4, 42-772 Łagiewniki Wlk";"DCZ-7503-327/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Leszek Józef Kłyś";"Piotr Jerzy Wons";"woj. śląskie";""
"KOMITET WYBORCZY WYBORCÓW ROZWOJU GMIN I POWIATU PAJĘCZAŃSKIEGO";"KWW ROZWOJU GMIN-POWIATU PAJĘCZAŃSKIEGO";"UL. STRAŻACKA 14, 98-330 PAJĘCZNO";"DSR-7503-143/10";"Zarejestrowany";"Komitet wyborczy wyborców";"TADEUSZ SCHABOWICZ";"JAN CHARCIAREK";"woj. łódzkie";""
"KOMITET WYBORCZY WYBORCÓW ""ROZWOJU I MIŁOŚNIKÓW SŁAWKOWA""";"KWW ""ROZWOJU I MIŁOŚNIKÓW SŁAWKOWA""";"ul. Rynek 10, 41-260, Sławków";"DKT-7503-217/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jerzy Stanisław Miroch";"Jerzy Stanisław Miroch";"m. Sławków";"240108"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU MIASTA I GMINY PRZEDBÓRZ";"KWW ROZWOJU MIASTA I GMINY PRZEDBÓRZ";"ul. Mostowa 28 m10, 97-570, Przedbórz";"DPT-7503-242/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Wacław Bracichowicz";"Wacław Bracichowicz";"gm. Przedbórz";"101211"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU PAPROTNI";"KWW ROZWOJU PAPROTNI";"Strusy 11, 08-107 Strusy";"DSD.7503-182/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Adam Mirosław Dmowski";"Adam Mirosław Dmowski";"gm. Paprotnia";"142606"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU RADOSTKOWA";"KWW ROZWOJU RADOSTKOWA";"ul. Brzozowa 11, 42-233 Radostków";"DCZ-7503-173/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Magdalena Monika Kuban";"Magdalena Monika Kuban";"gm. Mykanów";"240411"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU WSI";"KWW ROZWOJU WSI";"Kawnice 37b, 62-590 Golina";"DKN-7503-292/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Monika Zielezińska";"Monika Zielezińska";"gm. Golina";"301001"
"KOMITET WYBORCZY WYBORCÓW ""ROZWOJU WSI ŁOMNICA - ZDRÓJ""";"KWW ROZWOJU WSI ŁOMNICA - ZDRÓJ";"33-351 Łomnica Zdrój 171";"DNS-7503-227/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Zofia Franczak";"Zofia Franczak";"gm. Piwniczna-Zdrój";"121013"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU WSI PRZEDBOROWA";"KWW ROZWOJU WSI PRZEDBOROWA";"57-200 Przedborowa 139";"DWB-7503-254/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Agnieszka Świętoń";"Agnieszka Świętoń";"gm. Stoszowice";"022404"
"KOMITET WYBORCZY WYBORCÓW ROZWOJU WSI ZBENINY";"KWW ROZWOJU WSI ZBENINY";"ul. Lipowa 10, 89-620 Krojanty";"DSL-7503-209/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Maria Jolanta Szupke";"Maria Jolanta Szupke";"gm. Chojnice";"220203"
"KOMITET WYBORCZY WYBORCÓW ROZWÓJ";"KWW ROZWÓJ";"59-730 Nowogrodziec, Gościszów 247";"DJG-7503-244/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Aneta Grażyna Łaniocha";"Aneta Grażyna Łaniocha";"gm. Nowogrodziec";"020104"
"KOMITET WYBORCZY WYBORCÓW ROZWÓJ";"KWW ROZWÓJ";"Chodywańce 64, 22-664 Jarczów";"DZM-7503-58/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Kamil Ból";"Kamil Ból";"gm. Jarczów";"061803"
"KOMITET WYBORCZY WYBORCÓW ROZWÓJ";"KWW ROZWÓJ";"Krańcowa 78, 24-173, Markuszów";"DLB-7503-350/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Kinga Magdalena Oleksik";"Kinga Magdalena Oleksik";"gm. Markuszów";"061407"
"KOMITET WYBORCZY WYBORCÓW ROZWÓJ";"KWW ROZWÓJ";"Makowlany 63, 16-124 Sidra";"DSW-7503-17-64/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Józef Awdziej";"Jerzy Kulmaczewski";"woj. podlaskie";""
"KOMITET WYBORCZY WYBORCÓW ROZWÓJ";"KWW ROZWÓJ";"ul. Boczna 14, 57-350 Kudowa Zdrój";"DWB-7503-12/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Piotr Wojciech Pawełczyk";"Piotr Wojciech Pawełczyk";"m. Kudowa-Zdrój";"020803"
